Run,Date,Start time,End/run time,Shifter,PDS expert,Active Endpoints,# triggers,type,Configuration,Issues/Comments,,,,,,,,,,,,,,,,,,,,,,
28371,29/07/2024,0:47,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=12. bias_%=2000,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28372,29/07/2024,0:52,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=12. bias_%=2200,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28373,29/07/2024,1:01,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=1. bias_%=1400,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28374,29/07/2024,1:06,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=1. bias_%=1600,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28375,29/07/2024,1:10,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=1. bias_%=1800,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28376,29/07/2024,1:15,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=12. bias_%=2000,PDE 50%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28377,29/07/2024,1:20,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=12. bias_%=2200,PDE 50%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run APA2. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28481,30/07/2024,14:27,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:1400,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28483,30/07/2024,14:32,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:1800,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28485,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:2200,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28486,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:2800,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28487,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:3400,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28488,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:4000,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28489,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50. Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28491,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50. Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal. ,,,,,,,,,,,,,,,,,,,,,,
28492,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28493,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:2800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28494,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:3400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28495,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:4000,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28496,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:1400,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28497,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:1800,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28498,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:2200,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28499,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:2800,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28500,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:3400,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28501,30/07/2024,,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:4000,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28518,31/07/2024,,180s,lperez,,"104,105,107,109",,NOISE,Noise run. Bias Voltages set to -0.5V in each channel. DCS bias voltage for the LED is OFF. Triggering on 0x7 command at 50Hz (change_rate 10). APAs12 180s run.,,,,,,,,,,,,,,,,,,,,,,,
28519,31/07/2024,,180s,lperez,,"111,112,113",,NOISE,Noise run. Bias Voltages set to -0.5V in each channel. DCS bias voltage for the LED is OFF. Triggering on 0x7 command at 3125Hz (change_rate 10). APAs34 180s run.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V_gain Calibration Runs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,NOMINAL V_gain,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. APAs34.Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28622,13/08/2024,11:02,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1400,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28623,13/08/2024,11:07,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1600,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28624,13/08/2024,11:11,180s,acervera,,"111,112,113",,LEDG,mask_channel=1. bias_%=1800,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28625,13/08/2024,11:16,180s,acervera,,"111,112,113",,LED,mask_channel=12. bias_%=2000,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28626,13/08/2024,11:21,180s,acervera,,"111,112,113",,LED,mask_channel=12. bias_%=2200,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run APA2. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28627,13/08/2024,11:28,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28628,13/08/2024,11:33,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28629,13/08/2024,11:38,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28630,13/08/2024,,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2800. RUN not OK. Exception,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28631,13/08/2024,11:46,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:3400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28632,13/08/2024,11:51,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:4000,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28679,14/08/2024,,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2800,PDE 45%. LEDS on in diagonal,28630,13/08/2024,,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2800. RUN not OK. Exception,PDE 45%. LEDS on in diagonal,28630,13/08/2024,,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2800. RUN not OK. Exception,PDE 40%. LEDS on in diagonal
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA1,,,,,,,,"Calibration Run APA1. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-2800. 40Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ",,,,,,,,,,,,,,,,,,,,,,,
28633,13/08/2024,12:10,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28634,13/08/2024,12:15,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28635,13/08/2024,12:21,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28636,13/08/2024,12:26,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,NOMINAL V_gain x 0.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA1,,,,,,,,"Calibration Run APA1. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-2800. 40Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ",,,,,,,,,,,,,,,,,,,,,,,
28637,13/08/2024,12:43,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28638,13/08/2024,12:48,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28639,13/08/2024,12:53,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28640,13/08/2024,12:58,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run APA2. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28641,13/08/2024,13:05,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28642,13/08/2024,13:09,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28644,13/08/2024,13:14,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28645,13/08/2024,13:18,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2800. ,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28646,13/08/2024,13:23,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:3400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28647,13/08/2024,13:28,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:4000,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. APAs34.Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28648,13/08/2024,13:32,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1400,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28649,13/08/2024,13:37,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1600,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28650,13/08/2024,13:42,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1800,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28651,13/08/2024,13:46,180s,acervera,,"111,112,113",,LED,mask_channel=12. bias_%=2000,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28652,13/08/2024,13:51,180s,acervera,,"111,112,113",,LED,mask_channel=12. bias_%=2200,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,NOMINAL V_gain x 1.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA1,,,,,,,,"Calibration Run APA1. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-2800. 40Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ",,,,,,,,,,,,,,,,,,,,,,,
28653,13/08/2024,14:46,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28654,13/08/2024,14:52,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28655,13/08/2024,14:57,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28656,13/08/2024,15:02,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run APA2. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28657,13/08/2024,15:08,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28658,13/08/2024,15:13,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28659,13/08/2024,15:17,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28660,13/08/2024,15:22,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:2800. ,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28661,13/08/2024,15:27,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:3400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28662,13/08/2024,15:31,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:4000,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. APAs34.Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28663,13/08/2024,15:36,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1400,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28664,13/08/2024,15:40,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1600,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28665,13/08/2024,15:45,180s,acervera,,"111,112,113",,LED,mask_channel=1. bias_%=1800,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28666,13/08/2024,15:50,180s,acervera,,"111,112,113",,LED,mask_channel=12. bias_%=2000,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28667,13/08/2024,15:54,180s,acervera,,"111,112,113",,LED,mask_channel=12. bias_%=2200,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LED calibration at nominal OV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA1,,,,,,,,"Calibration Run APA1. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-2800. 40Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz. Nominal OV",,,,,,,,,,,,,,,,,,,,,,,
28969,28/08/2024,13:10,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1400,no triggers since 0x7 was not triggering DAQ,,,,,,,,,,,,,,,,,,,,,,
28971,28/08/2024,13:16,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:1800,no triggers since 0x7 was not triggering DAQ,,,,,,,,,,,,,,,,,,,,,,
28972,28/08/2024,13:21,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2200,no triggers since 0x7 was not triggering DAQ,,,,,,,,,,,,,,,,,,,,,,
28973,28/08/2024,13:27,240s,acervera,,"104,105,110",,LED,Pulse_bias_percent_270nm:2800,no triggers since 0x7 was not triggering DAQ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run APA2. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. Nominal OV",,,,,,,,,,,,,,,,,,,,,,,
28974,28/08/2024,13:32,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1400,,,,,,,,,,,,,,,,,,,,,,,
28975,28/08/2024,13:37,180s,acervera,,109,,LED,Pulse_bias_percent_270nm:1800,Stop because laser wants do to tests,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LED calibration at nominal OV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA1,,,,,,,,"Calibration Run APA1. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-2800. 40Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz. Nominal OV",,,,,,,,,,,,,,,,,,,,,,,
28979,28/08/2024,16:20,240s,marroyav,,"104,105,110",12000,LED,Pulse_bias_percent_270nm:1400,,,,,,,,,,,,,,,,,,,,,,,
28980,28/08/2024,16:26,240s,marroyav,,"104,105,110",12000,LED,Pulse_bias_percent_270nm:1800,,,,,,,,,,,,,,,,,,,,,,,
28981,28/08/2024,16:31,240s,marroyav,,"104,105,110",12000,LED,Pulse_bias_percent_270nm:2200,,,,,,,,,,,,,,,,,,,,,,,
28982,28/08/2024,16:37,240s,marroyav,,"104,105,110",12000,LED,Pulse_bias_percent_270nm:2800,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run APA2. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. Nominal OV",,,,,,,,,,,,,,,,,,,,,,,
28983,28/08/2024,16:42,180s,marroyav,,109,,LED,Pulse_bias_percent_270nm:1400,,,,,,,,,,,,,,,,,,,,,,,
28984,28/08/2024,16:47,180s,marroyav,,109,,LED,Pulse_bias_percent_270nm:1800,,,,,,,,,,,,,,,,,,,,,,,
28985,28/08/2024,16:51,180s,marroyav,,109,,LED,Pulse_bias_percent_270nm:2200,,,,,,,,,,,,,,,,,,,,,,,
28986,28/08/2024,16:56,180s,marroyav,,109,,LED,Pulse_bias_percent_270nm:2800. ,,,,,,,,,,,,,,,,,,,,,,,
28987,28/08/2024,17:01,180s,marroyav,,109,,LED,Pulse_bias_percent_270nm:3400,,,,,,,,,,,,,,,,,,,,,,,
28988,28/08/2024,17:05,180s,marroyav,,109,,LED,Pulse_bias_percent_270nm:4000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. APAs34.Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28991,28/08/2024,17:21,180s,marroyav,,"111,112,113",,LED,mask_channel=1. bias_%=1400,,,,,,,,,,,,,,,,,,,,,,,
28992,28/08/2024,17:25,180s,marroyav,,"111,112,113",,LED,mask_channel=1. bias_%=1600,,,,,,,,,,,,,,,,,,,,,,,
28993,28/08/2024,17:30,180s,marroyav,,"111,112,113",,LEDG,mask_channel=1. bias_%=1800,,,,,,,,,,,,,,,,,,,,,,,
28994,28/08/2024,17:35,180s,marroyav,,"111,112,113",,LED,mask_channel=12. bias_%=2000,,,,,,,,,,,,,,,,,,,,,,,
28995,28/08/2024,17:39,180s,marroyav,,"111,112,113",,LED,mask_channel=12. bias_%=2200,,,,,,,,,,,,,,,,,,,,,,,
,CALIB RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. APAs34.Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
29174,14/9/2024,12:19,180s,marroyav,,"111,112,113",,LED,mask_channel=1. bias_%=1400,data OK,,,,,,,,,,,,,,,,,,,,,,
29175,14/9/2024,12:23,180s,marroyav,,"111,112,113",,LED,mask_channel=1. bias_%=1500,data OK,,,,,,,,,,,,,,,,,,,,,,
29176,14/9/2024,12:28,180s,marroyav,,"111,112,113",,LED,mask_channel=1. bias_%=1600,data OK,,,,,,,,,,,,,,,,,,,,,,
29177,14/9/2024,12:32,180s,marroyav,,"111,112,113",,LEDG,mask_channel=1. bias_%=1800,,,,,,,,,,,,,,,,,,,,,,,
29178,14/9/2024,12:37,180s,marroyav,,"111,112,113",,LED,mask_channel=12. bias_%=2000,,,,,,,,,,,,,,,,,,,,,,,
29179,14/9/2024,12:43,180s,marroyav,,"111,112,113",,LED,mask_channel=12. bias_%=2200,,,,,,,,,,,,,,,,,,,,,,,
,COSMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29180,14/9/2024,13:00,600s,marroyav,,"111,112,113",,COSMIC,DAQ trigger rate 10Hz 180kV,"APAs 3,4",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CALIB RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. channel_mask:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Operating OV vs PDE: 40%",,,,,,,,,,,,,,,,,,,,,,,
29297,25/09/2024,12:40,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:1400,,,,,,,,,,,,,,,,,,,,,,,
29298,25/09/2024,12:45,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:1800,,,,,,,,,,,,,,,,,,,,,,,
29299,25/09/2024,12:49,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:2200,,,,,,,,,,,,,,,,,,,,,,,
29300,25/09/2024,12:54,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:2800,,,,,,,,,,,,,,,,,,,,,,,
29301,25/09/2024,12:58,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:3400,,,,,,,,,,,,,,,,,,,,,,,
29302,25/09/2024,13:03,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:4000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. channel_mask:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Operating OV vs PDE: 40%",,,,,,,,,,,,,,,,,,,,,,,
